Year,Date submitted,Political subdivision,Resident rate,Non-Resident Rate,Code,Code type
2024,12/12/2023,Olton Volunteer Ambulance Association,100,100,A0396,CPT
2024,12/12/2023,Olton Volunteer Ambulance Association,1075,1075,A0428,CPT
2024,12/12/2023,Olton Volunteer Ambulance Association,12.5,12.5,J7060,CPT
2024,12/12/2023,Olton Volunteer Ambulance Association,15,15,J7040,CPT
2024,12/12/2023,Olton Volunteer Ambulance Association,15.5,15.5,J0610,CPT
2024,12/12/2023,Olton Volunteer Ambulance Association,1500,1500,A0426,CPT
2024,12/12/2023,Olton Volunteer Ambulance Association,1720,1720,A0429,CPT
2024,12/12/2023,Olton Volunteer Ambulance Association,175,175,A0999,CPT
2024,12/12/2023,Olton Volunteer Ambulance Association,18.45,18.45,J3360,CPT
2024,12/12/2023,Olton Volunteer Ambulance Association,2.5,2.5,J1741,CPT
2024,12/12/2023,Olton Volunteer Ambulance Association,2.75,2.75,J2405,CPT
2024,12/12/2023,Olton Volunteer Ambulance Association,20,20,A0398,CPT
2024,12/12/2023,Olton Volunteer Ambulance Association,2042,2042,A0427,CPT
2024,12/12/2023,Olton Volunteer Ambulance Association,22,22,J7120,CPT
2024,12/12/2023,Olton Volunteer Ambulance Association,2956,2956,A0433,CPT
2024,12/12/2023,Olton Volunteer Ambulance Association,3,3,J0171,CPT
2024,12/12/2023,Olton Volunteer Ambulance Association,3.5,3.5,J2250,CPT
2024,12/12/2023,Olton Volunteer Ambulance Association,3493,3493,A0434,CPT
2024,12/12/2023,Olton Volunteer Ambulance Association,35,35,A0425,CPT
2024,12/12/2023,Olton Volunteer Ambulance Association,360,360,j1610,CPT
2024,12/12/2023,Olton Volunteer Ambulance Association,4.23,4.23,J0153,CPT
2024,12/12/2023,Olton Volunteer Ambulance Association,4.7,4.7,j1265,CPT
2024,12/12/2023,Olton Volunteer Ambulance Association,40,40,J3490,CPT
2024,12/12/2023,Olton Volunteer Ambulance Association,5,5,J1200,CPT
2024,12/12/2023,Olton Volunteer Ambulance Association,5,5,J7620,CPT
2024,12/12/2023,Olton Volunteer Ambulance Association,5.5,5.5,J3010,CPT
2024,12/12/2023,Olton Volunteer Ambulance Association,5.5,5.5,j2270,cpt
2024,12/12/2023,Olton Volunteer Ambulance Association,50,50,A0382,CPT
2024,12/12/2023,Olton Volunteer Ambulance Association,55,55,A0422,CPT
2024,12/12/2023,Olton Volunteer Ambulance Association,6.5,6.5,J7699,CPT
2024,12/12/2023,Olton Volunteer Ambulance Association,70,70,A0392,CPT
2024,12/12/2023,Olton Volunteer Ambulance Association,75,75,A0424,CPT
2024,12/12/2023,Olton Volunteer Ambulance Association,78,78,J2310,CPT
2024,12/12/2023,Olton Volunteer Ambulance Association,8.3,8.3,J2060,CPT
2024,12/12/2023,Olton Volunteer Ambulance Association,85,85,J7030,CPT
2024,12/12/2023,Town of Sunnyvale,1400,1400,A0429,CPT
2024,12/12/2023,Town of Sunnyvale,150,150,A0422,OXYGEN
2024,12/12/2023,Town of Sunnyvale,1600,1600,A0427,CPT
2024,12/12/2023,Town of Sunnyvale,175,175,A0998,"TREATMENT, NO TRANSPORT"
2024,12/12/2023,Town of Sunnyvale,1800,1800,A0433,CPT
2024,12/12/2023,Town of Sunnyvale,24,24,A0425,CPT
2024,12/12/2023,Town of Sunnyvale,300,300,A0382,BASIC LIFE SUPPORT DISPOSABLES
2024,12/12/2023,Town of Sunnyvale,400,400,A0398,ADVANCED LIFE SUPPORT DISPOSABLES
2024,12/13/2023,Burnet County,125,125,A0422,HCPCS
2024,12/13/2023,Burnet County,1375,1375,A0428,CPT
2024,12/13/2023,Burnet County,1375,1375,A0429,CPT
2024,12/13/2023,Burnet County,1700,1700,A0426,CPT
2024,12/13/2023,Burnet County,1700,1700,A0427,CPT
2024,12/13/2023,Burnet County,1750,1750,A0433,CPT
2024,12/13/2023,Burnet County,22,22,A0425,CPT
2024,12/13/2023,Burnet County,250,250,A0998,HCPCS
2024,12/13/2023,Burnet County,375,375,A0382,HCPCS
2024,12/13/2023,Burnet County,425,425,A0398,HCPCS
2024,12/13/2023,City of Aubrey Texas,100,100,A0422,Oxygen
2024,12/13/2023,City of Aubrey Texas,1400,1400,A0426,CPT
2024,12/13/2023,City of Aubrey Texas,1400,1400,A0428,CPT
2024,12/13/2023,City of Aubrey Texas,1400,1400,A0429,CPT
2024,12/13/2023,City of Aubrey Texas,150,150,A0998,TNT
2024,12/13/2023,City of Aubrey Texas,1600,1600,A0427,CPT
2024,12/13/2023,City of Aubrey Texas,2000,2000,A0433,CPT
2024,12/13/2023,City of Aubrey Texas,24,24,A0425,CPT
2024,12/13/2023,City of Aubrey Texas,2400,2400,A0434,CPT
2024,12/13/2023,City of Aubrey Texas,250,250,A0382,BLS Disp
2024,12/13/2023,City of Aubrey Texas,450,450,A0398,ALS Disp
2024,12/13/2023,City of Cottonwood Shores,125,125,A0422,HCPCS
2024,12/13/2023,City of Cottonwood Shores,1375,1375,A0428,CPT
2024,12/13/2023,City of Cottonwood Shores,1375,1375,A0429,CPT
2024,12/13/2023,City of Cottonwood Shores,1700,1700,A0426,CPT
2024,12/13/2023,City of Cottonwood Shores,1700,1700,A0427,CPT
2024,12/13/2023,City of Cottonwood Shores,1750,1750,A0433,CPT
2024,12/13/2023,City of Cottonwood Shores,22,22,A0425,CPT
2024,12/13/2023,City of Cottonwood Shores,250,250,A0998,HCPCS
2024,12/13/2023,City of Cottonwood Shores,375,375,A0382,HCPCS
2024,12/13/2023,City of Cottonwood Shores,425,425,A0398,HCPCS
2024,12/13/2023,City of DeSoto,1400,1400,A0429,CPT
2024,12/13/2023,City of DeSoto,150,150,A0422,HCPCS
2024,12/13/2023,City of DeSoto,1600,1600,A0427,CPT
2024,12/13/2023,City of DeSoto,175,175,A0998,HCPCS
2024,12/13/2023,City of DeSoto,1800,1800,A0433,CPT
2024,12/13/2023,City of DeSoto,24,24,A0425,CPT
2024,12/13/2023,City of DeSoto,350,350,A0382,HCPCS
2024,12/13/2023,City of DeSoto,400,400,A0398,HCPCS
2024,12/13/2023,City of Duncanville,1400,1400,A0429,CPT
2024,12/13/2023,City of Duncanville,150,150,A0422,Oxygen
2024,12/13/2023,City of Duncanville,150,150,A0998,TNT
2024,12/13/2023,City of Duncanville,1600,1600,A0427,CPT
2024,12/13/2023,City of Duncanville,1800,1800,A0433,CPT
2024,12/13/2023,City of Duncanville,24,24,A0425,CPT
2024,12/13/2023,City of Duncanville,350,350,A0382,BLS Disp
2024,12/13/2023,City of Duncanville,400,400,A0398,ALS Disp
2024,12/13/2023,City of Marble Falls,125,125,A0422,HCPCS
2024,12/13/2023,City of Marble Falls,1375,1375,A0428,CPT
2024,12/13/2023,City of Marble Falls,1375,1375,A0429,CPT
2024,12/13/2023,City of Marble Falls,1700,1700,A0426,CPT
2024,12/13/2023,City of Marble Falls,1700,1700,A0427,CPT
2024,12/13/2023,City of Marble Falls,1750,1750,A0433,CPT
2024,12/13/2023,City of Marble Falls,22,22,A0425,CPT
2024,12/13/2023,City of Marble Falls,250,250,A0998,HCPCS
2024,12/13/2023,City of Marble Falls,375,375,A0382,HCPCS
2024,12/13/2023,City of Marble Falls,425,425,A0398,HCPCS
2024,12/13/2023,City of Meadowlakes,125,125,A0422,HCPCS
2024,12/13/2023,City of Meadowlakes,1375,1375,A0428,CPT
2024,12/13/2023,City of Meadowlakes,1375,1375,A0429,CPT
2024,12/13/2023,City of Meadowlakes,1700,1700,A0426,CPT
2024,12/13/2023,City of Meadowlakes,1700,1700,A0427,CPT
2024,12/13/2023,City of Meadowlakes,1750,1750,A0433,CPT
2024,12/13/2023,City of Meadowlakes,22,22,A0425,CPT
2024,12/13/2023,City of Meadowlakes,250,250,A0998,HCPCS
2024,12/13/2023,City of Meadowlakes,375,375,A0382,HCPCS
2024,12/13/2023,City of Meadowlakes,425,425,A0398,HCPCS
2024,12/13/2023,City of Seminole,0.1,0.1,j2250,cpt
2024,12/13/2023,City of Seminole,0.21,0.21,j0461,cpt
2024,12/13/2023,City of Seminole,0.25,0.25,j0131,cpt
2024,12/13/2023,City of Seminole,0.25,0.25,j1100,cpt
2024,12/13/2023,City of Seminole,0.42,0.42,j0153,cpt
2024,12/13/2023,City of Seminole,1,1,j0282,cpt
2024,12/13/2023,City of Seminole,1.5,1.5,j0330,cpt
2024,12/13/2023,City of Seminole,1.5,1.5,j2001,cpt
2024,12/13/2023,City of Seminole,1.66,1.66,j2060,cpt
2024,12/13/2023,City of Seminole,10.9,10.9,j7050,cpt
2024,12/13/2023,City of Seminole,1250,1250,A0428,CPT
2024,12/13/2023,City of Seminole,14.25,14.25,j3360,cpt
2024,12/13/2023,City of Seminole,15,15,j1885,cpt
2024,12/13/2023,City of Seminole,150,150,a0422,cpt
2024,12/13/2023,City of Seminole,150,150,a0424,cpt
2024,12/13/2023,City of Seminole,1500,1500,A0426,CPT
2024,12/13/2023,City of Seminole,16,16,j0610,cpt
2024,12/13/2023,City of Seminole,19.39,19.39,j2310,cpt
2024,12/13/2023,City of Seminole,2,2,j0171,cpt
2024,12/13/2023,City of Seminole,2,2,j7612,cpt
2024,12/13/2023,City of Seminole,2.5,2.5,j1741,cpt
2024,12/13/2023,City of Seminole,2.5,2.5,j3475,cpt
2024,12/13/2023,City of Seminole,20,20,a0398,cpt
2024,12/13/2023,City of Seminole,20,20,j7030,cpt
2024,12/13/2023,City of Seminole,20,20,j7060,cpt
2024,12/13/2023,City of Seminole,20,20,j7120,cpt
2024,12/13/2023,City of Seminole,200,200,a0396,cpt
2024,12/13/2023,City of Seminole,200,200,a0999,cpt
2024,12/13/2023,City of Seminole,200,200,a7030,cpt
2024,12/13/2023,City of Seminole,2000,2000,A0429,CPT
2024,12/13/2023,City of Seminole,21.8,21.8,j7040,cpt
2024,12/13/2023,City of Seminole,25,25,j2405,cpt
2024,12/13/2023,City of Seminole,2500,2500,A0427,CPT
2024,12/13/2023,City of Seminole,3,3,j1265,cpt
2024,12/13/2023,City of Seminole,35,35,a0382,cpt
2024,12/13/2023,City of Seminole,3500,3500,A0433,CPT
2024,12/13/2023,City of Seminole,4000,4000,A0434,CPT
2024,12/13/2023,City of Seminole,43.97,43.97,A0425,CPT
2024,12/13/2023,City of Seminole,5,5,j1200,cpt
2024,12/13/2023,City of Seminole,5,5,j2270,cpt
2024,12/13/2023,City of Seminole,5,5,j3010,cpt
2024,12/13/2023,City of Seminole,5,5,j7620,cpt
2024,12/13/2023,City of Seminole,50,50,a0394,cpt
2024,12/13/2023,City of Seminole,560,560,j1610,cpt
2024,12/13/2023,City of Seminole,6.09,6.09,j7699,cpt
2024,12/13/2023,City of Seminole,60,60,j3490,cpt
2024,12/13/2023,City of Seminole,7.22,7.22,j2550,cpt
2024,12/13/2023,City of Seminole,89.52,89.52,a0392,cpt
2024,12/13/2023,City of Sherman,1105,1105,A0427,CPT
2024,12/13/2023,City of Sherman,1280,1280,A0433,CPT
2024,12/13/2023,City of Sherman,140,140,A0422,HCPCS
2024,12/13/2023,City of Sherman,17.5,17.5,A0425,CPT
2024,12/13/2023,City of Sherman,175,175,A0382,HCPCS
2024,12/13/2023,City of Sherman,200,200,A0998,HCPCS
2024,12/13/2023,City of Sherman,290,290,A0398,HCPCS
2024,12/13/2023,City of Sherman,350,350,A0999,HCPCS
2024,12/13/2023,City of Sherman,995,995,A0429,CPT
2024,12/13/2023,City of University Park,1250,1350,A0428,CPT
2024,12/13/2023,City of University Park,1250,1350,A0429,CPT
2024,12/13/2023,City of University Park,150,150,AO422,Oxygen
2024,12/13/2023,City of University Park,1500,1600,A0426,CPT
2024,12/13/2023,City of University Park,1500,1600,A0427,CPT
2024,12/13/2023,City of University Park,1600,1700,A0433,CPT
2024,12/13/2023,City of University Park,200,200,AO998,TNT
2024,12/13/2023,City of University Park,24,24,A0425,CPT
2024,12/13/2023,City of University Park,350,350,AO382,BLS Disp
2024,12/13/2023,City of University Park,450,450,AO398,ALS Disp
2024,12/13/2023,City of Victoria,1200,1250,A0428,CPT
2024,12/13/2023,City of Victoria,1200,1250,A0429,CPT
2024,12/13/2023,City of Victoria,135,135,A0422,Oxygen
2024,12/13/2023,City of Victoria,1500,1800,A0426,CPT
2024,12/13/2023,City of Victoria,1500,1800,A0427,CPT
2024,12/13/2023,City of Victoria,1700,1785,A0433,CPT
2024,12/13/2023,City of Victoria,20,20,A0425,CPT
2024,12/13/2023,City of Victoria,2000,2000,A0434,CPT
2024,12/13/2023,City of Victoria,250,250,A0382,Basic Life Support Disposables
2024,12/13/2023,City of Victoria,400,400,A0398,Advanced Life Support Disposables
2024,12/13/2023,Cooke County EMS,125,125,A0422,Oxygen
2024,12/13/2023,Cooke County EMS,1650,1650,A0428,CPT
2024,12/13/2023,Cooke County EMS,1750,1750,A0426,CPT
2024,12/13/2023,Cooke County EMS,1750,1750,A0427,CPT
2024,12/13/2023,Cooke County EMS,1800,1800,A0433,CPT
2024,12/13/2023,Cooke County EMS,1900,1900,A0434,CPT
2024,12/13/2023,Cooke County EMS,192.5,192.5,A0998,"Treatment, no transport"
2024,12/13/2023,Cooke County EMS,24,24,A0425,CPT
2024,12/13/2023,Cooke County EMS,300,300,A0382,BLS Disposables
2024,12/13/2023,Cooke County EMS,400,400,A0398,ALS Disposables
2024,12/13/2023,County of La Salle,1200,1200,A0428,CPT
2024,12/13/2023,County of La Salle,1200,1200,A0429,CPT
2024,12/13/2023,County of La Salle,125,125,A0382,CPT
2024,12/13/2023,County of La Salle,150,150,A0422,CPT
2024,12/13/2023,County of La Salle,1500,1500,A0426,CPT
2024,12/13/2023,County of La Salle,1500,1500,A0427,CPT
2024,12/13/2023,County of La Salle,1700,1700,A0433,CPT
2024,12/13/2023,County of La Salle,175,175,A0998,CPT
2024,12/13/2023,County of La Salle,24,24,A0425,CPT
2024,12/13/2023,Eastland Memorial Hospital EMS,1100,1100,A0428,CPT
2024,12/13/2023,Eastland Memorial Hospital EMS,1199,1199,A0426,CPT
2024,12/13/2023,Eastland Memorial Hospital EMS,125,125,A0422,Oxygen
2024,12/13/2023,Eastland Memorial Hospital EMS,1298,1298,A0429,CPT
2024,12/13/2023,Eastland Memorial Hospital EMS,1399,1399,A0427,CPT
2024,12/13/2023,Eastland Memorial Hospital EMS,150,150,A0998,Treatment no Transport
2024,12/13/2023,Eastland Memorial Hospital EMS,1599,1599,A0434,CPT
2024,12/13/2023,Eastland Memorial Hospital EMS,1601,1601,A0433,CPT
2024,12/13/2023,Eastland Memorial Hospital EMS,24,24,A0425,CPT
2024,12/13/2023,Eastland Memorial Hospital EMS,349,349,A0382,BLS Disposables
2024,12/13/2023,Eastland Memorial Hospital EMS,451,451,A0398,ALS Disposables
2024,12/13/2023,Haskell County,125,125,A0422,O2-
2024,12/13/2023,Haskell County,1400,1400,A0428,CPT
2024,12/13/2023,Haskell County,1400,1400,A0429,CPT
2024,12/13/2023,Haskell County,1600,1600,A0426,CPT
2024,12/13/2023,Haskell County,1600,1600,A0427,CPT
2024,12/13/2023,Haskell County,1750,1750,A0433,CPT
2024,12/13/2023,Haskell County,1800,1800,A0434,CPT
2024,12/13/2023,Haskell County,25,25,A0425,CPT
2024,12/13/2023,Haskell County,250,250,A0982,BLS Disp
2024,12/13/2023,Haskell County,400,400,A0398,ALS Disp
2024,12/13/2023,MItchell County EMS,119,119,A0422,Oxygen
2024,12/13/2023,MItchell County EMS,1200,1200,A0428,CPT
2024,12/13/2023,MItchell County EMS,1200,1200,A0429,CPT
2024,12/13/2023,MItchell County EMS,1400,1400,A0426,CPT
2024,12/13/2023,MItchell County EMS,1400,1400,A0427,CPT
2024,12/13/2023,MItchell County EMS,1600,1600,A0433,CPT
2024,12/13/2023,MItchell County EMS,2200,2200,A0434,CPT
2024,12/13/2023,MItchell County EMS,24,24,A0425,CPT
2024,12/13/2023,MItchell County EMS,300,300,A0382,BLS Disp
2024,12/13/2023,MItchell County EMS,400,400,A0398,ALS Disp
2024,12/13/2023,San Augustine City-County Hospital District,1176.2,1176.2,A0428,CPT
2024,12/13/2023,San Augustine City-County Hospital District,1289,1289,A0429,CPT
2024,12/13/2023,San Augustine City-County Hospital District,150,150,A0422,HCPCS
2024,12/13/2023,San Augustine City-County Hospital District,1535.8,1535.8,A0426,CPT
2024,12/13/2023,San Augustine City-County Hospital District,1648.6,1648.6,A0427,CPT
2024,12/13/2023,San Augustine City-County Hospital District,1735.8,1735.8,A0433,CPT
2024,12/13/2023,San Augustine City-County Hospital District,1935.8,1935.8,A0434,CPT
2024,12/13/2023,San Augustine City-County Hospital District,23,23,A0425,CPT
2024,12/13/2023,San Augustine City-County Hospital District,350,350,A0382,HCPCS
2024,12/13/2023,San Augustine City-County Hospital District,450,450,A0398,HCPCS
2024,12/13/2023,Wilson County Emergency Services District No. 3,0.85,0.85,J7506,HCPCS
2024,12/13/2023,Wilson County Emergency Services District No. 3,10.8,10.8,A4209,HCPCS
2024,12/13/2023,Wilson County Emergency Services District No. 3,103.03,103.03,J7030,HCPCS
2024,12/13/2023,Wilson County Emergency Services District No. 3,11.48,11.48,J7644,HCPCS
2024,12/13/2023,Wilson County Emergency Services District No. 3,114,114,A0392,HCPCS
2024,12/13/2023,Wilson County Emergency Services District No. 3,114.43,114.43,J3411,HCPCS
2024,12/13/2023,Wilson County Emergency Services District No. 3,116.7,116.7,A4216,HCPCS
2024,12/13/2023,Wilson County Emergency Services District No. 3,12,12,A4217,HCPCS
2024,12/13/2023,Wilson County Emergency Services District No. 3,1230,1230,A0396,HCPCS
2024,12/13/2023,Wilson County Emergency Services District No. 3,125.03,125.03,J3105,HCPCS
2024,12/13/2023,Wilson County Emergency Services District No. 3,126.71,126.71,J0153,HCPCS
2024,12/13/2023,Wilson County Emergency Services District No. 3,13.14,13.14,J3475,HCPCS
2024,12/13/2023,Wilson County Emergency Services District No. 3,14.3,14.3,J7614,HCPCS
2024,12/13/2023,Wilson County Emergency Services District No. 3,14.3,14.3,J7620,HCPCS
2024,12/13/2023,Wilson County Emergency Services District No. 3,16.39,16.39,J3360,HCPCS
2024,12/13/2023,Wilson County Emergency Services District No. 3,165.6,165.6,J2001,HCPCS
2024,12/13/2023,Wilson County Emergency Services District No. 3,175,175,A0422,HCPCS
2024,12/13/2023,Wilson County Emergency Services District No. 3,1763.17,1763.17,J1610,HCPCS
2024,12/13/2023,Wilson County Emergency Services District No. 3,18.9,18.9,J1720,HCPCS
2024,12/13/2023,Wilson County Emergency Services District No. 3,197.57,197.57,J2310,HCPCS
2024,12/13/2023,Wilson County Emergency Services District No. 3,198,198,A0424,HCPCS
2024,12/13/2023,Wilson County Emergency Services District No. 3,22.8,22.8,J0330,HCPCS
2024,12/13/2023,Wilson County Emergency Services District No. 3,23.3,23.3,J1100,HCPCS
2024,12/13/2023,Wilson County Emergency Services District No. 3,2300,2300,A0428,CPT
2024,12/13/2023,Wilson County Emergency Services District No. 3,2300,2300,A0429,CPT
2024,12/13/2023,Wilson County Emergency Services District No. 3,250,250,A0420,HCPCS
2024,12/13/2023,Wilson County Emergency Services District No. 3,2500,2500,A0999,HCPCS
2024,12/13/2023,Wilson County Emergency Services District No. 3,2600,2600,A0426,CPT
2024,12/13/2023,Wilson County Emergency Services District No. 3,2600,2600,A0427,CPT
2024,12/13/2023,Wilson County Emergency Services District No. 3,30,30,A0425,CPT
2024,12/13/2023,Wilson County Emergency Services District No. 3,30,30,J1940,HCPCS
2024,12/13/2023,Wilson County Emergency Services District No. 3,3000,3000,A0433,CPT
2024,12/13/2023,Wilson County Emergency Services District No. 3,306,306,A0382,HCPCS
2024,12/13/2023,Wilson County Emergency Services District No. 3,32.87,32.87,J1630,HCPCS
2024,12/13/2023,Wilson County Emergency Services District No. 3,33.06,33.06,J1200,HCPCS
2024,12/13/2023,Wilson County Emergency Services District No. 3,33.11,33.11,J2250,HCPCS
2024,12/13/2023,Wilson County Emergency Services District No. 3,330.6,330.6,J3490,HCPCS
2024,12/13/2023,Wilson County Emergency Services District No. 3,348,348,A0398,HCPCS
2024,12/13/2023,Wilson County Emergency Services District No. 3,35.28,35.28,J7613,HCPCS
2024,12/13/2023,Wilson County Emergency Services District No. 3,366.24,366.24,J1644,HCPCS
2024,12/13/2023,Wilson County Emergency Services District No. 3,37.8,37.8,J0282,HCPCS
2024,12/13/2023,Wilson County Emergency Services District No. 3,3900,3900,A0434,CPT
2024,12/13/2023,Wilson County Emergency Services District No. 3,4.12,4.12,J1170,HCPCS
2024,12/13/2023,Wilson County Emergency Services District No. 3,420,420,93005,HCPCS
2024,12/13/2023,Wilson County Emergency Services District No. 3,47.22,47.22,J1885,HCPCS
2024,12/13/2023,Wilson County Emergency Services District No. 3,5.44,5.44,J2405,HCPCS
2024,12/13/2023,Wilson County Emergency Services District No. 3,50.94,50.94,J0692,HCPCS
2024,12/13/2023,Wilson County Emergency Services District No. 3,500,500,A0394,HCPCS
2024,12/13/2023,Wilson County Emergency Services District No. 3,51.5,51.5,J2550,HCPCS
2024,12/13/2023,Wilson County Emergency Services District No. 3,54,54,J2930,HCPCS
2024,12/13/2023,Wilson County Emergency Services District No. 3,58.52,58.52,J0461,HCPCS
2024,12/13/2023,Wilson County Emergency Services District No. 3,59.44,59.44,J7050,HCPCS
2024,12/13/2023,Wilson County Emergency Services District No. 3,650,650,P9010,HCPCS
2024,12/13/2023,Wilson County Emergency Services District No. 3,700,700,A0998,HCPCS
2024,12/13/2023,Wilson County Emergency Services District No. 3,72.47,72.47,J3010,HCPCS
2024,12/13/2023,Wilson County Emergency Services District No. 3,74.89,74.89,S0119,HCPCS
2024,12/13/2023,Wilson County Emergency Services District No. 3,80.09,80.09,J7040,HCPCS
2024,12/13/2023,Wilson County Emergency Services District No. 3,83.6,83.6,J0171,HCPCS
2024,12/13/2023,Wilson County Emergency Services District No. 3,86.24,86.24,J7060,HCPCS
2024,12/13/2023,Wilson County Emergency Services District No. 3,9.6,9.6,A4208,HCPCS
2024,12/13/2023,Wilson County Emergency Services District No. 3,99.24,99.24,J7120,HCPCS
2024,12/14/2023,Bandera County,1250,1250,A0427,CPT
2024,12/14/2023,Bandera County,1750,1750,A0433,CPT
2024,12/14/2023,Bandera County,20,20,A0425,CPT
2024,12/14/2023,Bandera County,900,900,A0429,CPT
2024,12/14/2023,Burnet County ESD 1,125,125,A0422,HCPCS
2024,12/14/2023,Burnet County ESD 1,1375,1375,A0428,CPT
2024,12/14/2023,Burnet County ESD 1,1375,1375,A0429,CPT
2024,12/14/2023,Burnet County ESD 1,1700,1700,A0426,CPT
2024,12/14/2023,Burnet County ESD 1,1700,1700,A0427,CPT
2024,12/14/2023,Burnet County ESD 1,1750,1750,A0433,CPT
2024,12/14/2023,Burnet County ESD 1,22,22,A0425,CPT
2024,12/14/2023,Burnet County ESD 1,250,250,A0998,HCPCS
2024,12/14/2023,Burnet County ESD 1,375,375,A0382,HCPCS
2024,12/14/2023,Burnet County ESD 1,425,425,A0398,HCPCS
2024,12/14/2023,Burnet County ESD 9,125,125,A0422,HCPCS
2024,12/14/2023,Burnet County ESD 9,1375,1375,A0428,CPT
2024,12/14/2023,Burnet County ESD 9,1375,1375,A0429,CPT
2024,12/14/2023,Burnet County ESD 9,1700,1700,A0426,CPT
2024,12/14/2023,Burnet County ESD 9,1700,1700,A0427,CPT
2024,12/14/2023,Burnet County ESD 9,1750,1750,A0433,CPT
2024,12/14/2023,Burnet County ESD 9,22,22,A0425,CPT
2024,12/14/2023,Burnet County ESD 9,250,250,A0998,HCPCS
2024,12/14/2023,Burnet County ESD 9,375,375,A0382,HCPCS
2024,12/14/2023,Burnet County ESD 9,425,425,A0398,HCPCS
2024,12/14/2023,City Of Amarillo,1022.72,1022.72,A0428,CPT
2024,12/14/2023,City Of Amarillo,117.58,117.58,J2250,"INJECTION, MIDAZOLAM HYDROCHLORIDE, PER 1 MG"
2024,12/14/2023,City Of Amarillo,1241.67,1241.67,A0225,"NEONATAL TRANSPORT, BASE RATE, EMERGENCY TRANSPORT"
2024,12/14/2023,City Of Amarillo,135.78,135.78,J2930,"INJECTION, METHYLPREDNISOLONE SODIUM SUCCINATE, UP TO 125 MG"
2024,12/14/2023,City Of Amarillo,1534.06,1534.06,A0426,CPT
2024,12/14/2023,City Of Amarillo,1534.06,1534.06,A0427,CPT
2024,12/14/2023,City Of Amarillo,1534.06,1534.06,A0429,CPT
2024,12/14/2023,City Of Amarillo,1534.06,1534.06,A0433,CPT
2024,12/14/2023,City Of Amarillo,1611.99,1611.99,A0434,CPT
2024,12/14/2023,City Of Amarillo,18.35,18.35,A0425,CPT
2024,12/14/2023,City Of Amarillo,2.22,2.22,A0382,BLS ROUTINE DISPOSABLE SUPPLIES
2024,12/14/2023,City Of Amarillo,246.36,246.36,J0153,"INJECTION, ADENOSINE, 1 MG"
2024,12/14/2023,City Of Amarillo,286.95,286.95,A0396,ALS SPECIALIZED SERVICE DISPOSABLE SUPPLIES
2024,12/14/2023,City Of Amarillo,286.95,286.95,A0398,ALS ROUTINE DISPOSABLE SUPPLIES
2024,12/14/2023,City Of Amarillo,286.95,286.95,A0999,UNLISTED AMBLANCE SERVICE
2024,12/14/2023,City Of Amarillo,286.95,286.95,J0282,"INJECTION, AMIODARONE HYDROCHLORIDE, 30 MG"
2024,12/14/2023,City Of Amarillo,352.75,352.75,J3490,"UNCLASSIFIED DRUGS, ADMINISTERED BY INJECTION"
2024,12/14/2023,City Of Amarillo,358.35,358.35,J1610,"INJECTION, GLUCAGON HYDROCHLORIDE, PER 1 MG"
2024,12/14/2023,City Of Amarillo,497.04,497.04,A0424,EXTRA AMBULANCE ATTENDANT
2024,12/14/2023,City Of Amarillo,52.84,52.84,A0422,"OXYGEN AND OXYGEN SUPPLIES, LIFE SUSTAINING"
2024,12/14/2023,City of Anna,125,125,A0422,Oxygen
2024,12/14/2023,City of Anna,1300,1300,A0428,CPT
2024,12/14/2023,City of Anna,1300,1300,A0429,CPT
2024,12/14/2023,City of Anna,1500,1500,A0426,CPT
2024,12/14/2023,City of Anna,1500,1500,A0427,CPT
2024,12/14/2023,City of Anna,1700,1700,A0433,CPT
2024,12/14/2023,City of Anna,175,175,A0998,Treat No Transport
2024,12/14/2023,City of Anna,24,24,A0425,CPT
2024,12/14/2023,City of Anna,300,300,A0382,BLS Disposables
2024,12/14/2023,City of Anna,400,400,A0398,ALS Disposables
2024,12/14/2023,City of Bellmead,1370,1370,A0426,CPT
2024,12/14/2023,City of Bellmead,1370,1370,A0427,CPT
2024,12/14/2023,City of Bellmead,1370,1370,A0429,CPT
2024,12/14/2023,City of Bellmead,1670,1670,A0433,CPT
2024,12/14/2023,City of Bellmead,1770,1770,A0434,CPT
2024,12/14/2023,City of Bellmead,18.94,18.94,A0425,CPT
2024,12/14/2023,City of Bellmead,980,980,A0428,CPT
2024,12/14/2023,City of Beverly Hills,1370,1370,A0426,CPT
2024,12/14/2023,City of Beverly Hills,1370,1370,A0427,CPT
2024,12/14/2023,City of Beverly Hills,1370,1370,A0429,CPT
2024,12/14/2023,City of Beverly Hills,1670,1670,A0433,CPT
2024,12/14/2023,City of Beverly Hills,1770,1770,A0434,CPT
2024,12/14/2023,City of Beverly Hills,18.94,18.94,A0425,CPT
2024,12/14/2023,City of Beverly Hills,980,980,A0428,CPT
2024,12/14/2023,City of Cleburne,1100,1100,A0429,CPT
2024,12/14/2023,City of Cleburne,1500,1500,A0426,CPT
2024,12/14/2023,City of Cleburne,1950,1950,A0427,CPT
2024,12/14/2023,City of Cleburne,25,25,A0425,CPT
2024,12/14/2023,City of Cleburne,5500,5500,A0434,CPT
2024,12/14/2023,City of Cleburne,850,850,A0428,CPT
2024,12/14/2023,City of College Station,0,250,A0998,"Treatment, No Transport"
2024,12/14/2023,City of College Station,1200,1200,A0428,CPT
